ProjectID,text,labels,processed_text,bigrams,trigrams,labels_num
2,The system shall be intuitive and self explanatory.,NF,"['system', 'shall', 'intuitive', 'self', 'explanatory']","['system', 'shall', 'intuitive', 'self', 'explanatory']","['system', 'shall', 'intuitive', 'self', 'explanatory']",1
2,The product shall be easy for a realtor to learn.,NF,"['product', 'shall', 'easy', 'realtor', 'learn']","['product', 'shall', 'easy', 'realtor', 'learn']","['product', 'shall', 'easy', 'realtor', 'learn']",1
2,The product shall use symbols and words that are naturally understandable by the realtor community.,NF,"['product', 'shall', 'use', 'symbol', 'word', 'naturally', 'understandable', 'realtor', 'community']","['product', 'shall', 'use', 'symbol', 'word', 'naturally', 'understandable', 'realtor', 'community']","['product', 'shall', 'use', 'symbol', 'word', 'naturally', 'understandable', 'realtor', 'community']",1
2,The product shall produce search results in an acceptable time,NF,"['product', 'shall', 'produce', 'search', 'result', 'acceptable', 'time']","['product', 'shall', 'produce', 'search_result', 'acceptable', 'time']","['product', 'shall', 'produce', 'search_result', 'acceptable', 'time']",1
2,The search results shall be returned no later 30      seconds  after the user has entered the search criteria,NF,"['search', 'result', 'shall', 'return', 'later', 'second', 'user', 'enter', 'search', 'criterion']","['search_result', 'shall', 'return', 'later', 'second', 'user', 'enter', 'search', 'criterion']","['search_result', 'shall', 'return', 'later', 'second', 'user', 'enter', 'search', 'criterion']",1
2,The product shall generate a CMA report in an acceptable time.,NF,"['product', 'shall', 'generate', 'cma', 'report', 'acceptable', 'time']","['product', 'shall', 'generate', 'cma', 'report', 'acceptable', 'time']","['product', 'shall', 'generate', 'cma', 'report', 'acceptable', 'time']",1
2,The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.,NF,"['cma', 'report', 'shall', 'return', 'later', 'second', 'user', 'enter', 'cma', 'report', 'criterion']","['cma', 'report', 'shall', 'return', 'later', 'second', 'user', 'enter', 'cma', 'report', 'criterion']","['cma', 'report', 'shall', 'return', 'later', 'second', 'user', 'enter', 'cma', 'report', 'criterion']",1
2,The product shall synchronize contacts and appointments in an acceptable time.,NF,"['product', 'shall', 'synchronize', 'contact', 'appointment', 'acceptable', 'time']","['product', 'shall', 'synchronize', 'contact', 'appointment', 'acceptable', 'time']","['product', 'shall', 'synchronize', 'contact', 'appointment', 'acceptable', 'time']",1
2,The product shall synchronize with the office system every hour.,NF,"['product', 'shall', 'synchronize', 'office', 'system', 'hour']","['product', 'shall', 'synchronize', 'office', 'system', 'hour']","['product', 'shall', 'synchronize', 'office', 'system', 'hour']",1
2, The product shall be available for use 24 hours per day  365 days  per year,NF,"['product', 'shall', 'available', 'use', 'hour', 'day', 'day', 'year']","['product', 'shall', 'available', 'use', 'hour', 'day', 'day', 'year']","['product', 'shall', 'available', 'use', 'hour', 'day', 'day', 'year']",1
2, Out of 1000 accesses to the system  the system is available 999 times.,NF,"['access', 'system', 'system', 'available', 'time']","['access', 'system', 'system', 'available', 'time']","['access', 'system', 'system', 'available', 'time']",1
2,The product shall operate in offline mode whenever internet connection is unavailable.,NF,"['product', 'shall', 'operate', 'offline', 'mode', 'internet', 'connection', 'unavailable']","['product', 'shall', 'operate', 'offline', 'mode', 'internet', 'connection', 'unavailable']","['product', 'shall', 'operate', 'offline', 'mode', 'internet', 'connection', 'unavailable']",1
2, The product shall allow the user to view previously downloaded search results  CMA reports  and appointments.,NF,"['product', 'shall', 'allow', 'user', 'view', 'previously', 'download', 'search', 'result', 'cma', 'report', 'appointment']","['product', 'shall', 'allow', 'user', 'view', 'previously', 'download', 'search_result', 'cma', 'report', 'appointment']","['product', 'shall', 'allow', 'user', 'view', 'previously', 'download', 'search_result', 'cma', 'report', 'appointment']",1
2,The product shall retain user preferences in the event of a failure.,NF,"['product', 'shall', 'retain', 'user', 'preference', 'event', 'failure']","['product', 'shall', 'retain', 'user', 'preference', 'event', 'failure']","['product', 'shall', 'retain', 'user', 'preference', 'event', 'failure']",1
2,100% of saved user preferences shall be restored when system comes back online.,NF,"['save', 'user', 'preference', 'shall', 'restore', 'system', 'come', 'online']","['save', 'user', 'preference', 'shall', 'restore', 'system', 'come', 'online']","['save', 'user', 'preference', 'shall', 'restore', 'system', 'come', 'online']",1
2,The product shall be able to support multiple remote users,NF,"['product', 'shall', 'able', 'support', 'multiple', 'remote', 'user']","['product', 'shall', 'able', 'support', 'multiple', 'remote', 'user']","['product', 'shall', 'able', 'support', 'multiple', 'remote', 'user']",1
2,The product shall be able support 1000 simultaneous users.,NF,"['product', 'shall', 'able', 'support', 'simultaneous', 'user']","['product', 'shall', 'able', 'support', 'simultaneous', 'user']","['product', 'shall', 'able', 'support', 'simultaneous', 'user']",1
2,The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.,NF,"['product', 'shall', 'capable', 'handle', 'exist', 'user', 'number', 'expect', 'grow', 'time', 'year']","['product', 'shall', 'capable', 'handle', 'exist', 'user', 'number', 'expect', 'grow', 'time', 'year']","['product', 'shall', 'capable', 'handle', 'exist', 'user', 'number', 'expect', 'grow', 'time', 'year']",1
2,The product shall be installed by an untrained realtor   without recourse to separately-printed instructions.,NF,"['product', 'shall', 'instal', 'untrained', 'realtor', 'recourse', 'separately', 'print', 'instruction']","['product', 'shall', 'instal', 'untrained', 'realtor', 'recourse', 'separately', 'print', 'instruction']","['product', 'shall', 'instal', 'untrained', 'realtor', 'recourse', 'separately', 'print', 'instruction']",1
2,90% of untrained realtors shall be able to install the product on their device without printed instructions,NF,"['untrained', 'realtor', 'shall', 'able', 'install', 'product', 'device', 'print', 'instruction']","['untrained', 'realtor', 'shall', 'able', 'install', 'product', 'device', 'print', 'instruction']","['untrained', 'realtor', 'shall', 'able', 'install', 'product', 'device', 'print', 'instruction']",1
2,The product is expected to run on Windows CE and Palm operating systems.,NF,"['product', 'expect', 'run', 'windows', 'palm', 'operating', 'system']","['product', 'expect', 'run', 'windows', 'palm', 'operating', 'system']","['product', 'expect', 'run', 'windows', 'palm', 'operating', 'system']",1
2,Only registered realtors shall be able to access the system.,NF,"['register', 'realtor', 'shall', 'able', 'access', 'system']","['register', 'realtor', 'shall', 'able', 'access', 'system']","['register', 'realtor', 'shall', 'able', 'access', 'system']",1
2,Every user of the system shall be authenticated and authorized.,NF,"['user', 'system', 'shall', 'authenticate', 'authorize']","['user', 'system', 'shall', 'authenticate', 'authorize']","['user', 'system', 'shall', 'authenticate', 'authorize']",1
2,The product shall prevent its data from incorrect data being introduced.,NF,"['product', 'shall', 'prevent', 'datum', 'incorrect', 'datum', 'introduce']","['product', 'shall', 'prevent', 'datum', 'incorrect', 'datum', 'introduce']","['product', 'shall', 'prevent', 'datum', 'incorrect', 'datum', 'introduce']",1
2,The system shall allow a real estate agent to query MLS information,F,"['system', 'shall', 'allow', 'real', 'estate', 'agent', 'query', 'mls', 'information']","['system', 'shall', 'allow', 'real', 'estate', 'agent', 'query', 'mls', 'information']","['system', 'shall', 'allow', 'real', 'estate', 'agent', 'query', 'mls', 'information']",0
2,The user shall be able to get driving directions to a selected property,F,"['user', 'shall', 'able', 'drive', 'direction', 'select', 'property']","['user', 'shall', 'able', 'drive', 'direction', 'select', 'property']","['user', 'shall', 'able', 'drive', 'direction', 'select', 'property']",0
2,The user shall be able to download appointments and contact information for clients,F,"['user', 'shall', 'able', 'download', 'appointment', 'contact', 'information', 'client']","['user', 'shall', 'able', 'download', 'appointment', 'contact_information', 'client']","['user', 'shall', 'able', 'download', 'appointment', 'contact_information', 'client']",0
2,The system shall display clear property images in the search results,F,"['system', 'shall', 'display', 'clear', 'property', 'image', 'search', 'result']","['system', 'shall', 'display', 'clear', 'property', 'image', 'search_result']","['system', 'shall', 'display', 'clear', 'property', 'image', 'search_result']",0
2,The system shall update or create new property listings in the MLS,F,"['system', 'shall', 'update', 'create', 'new', 'property', 'listing', 'mls']","['system', 'shall', 'update', 'create', 'new', 'property', 'listing', 'mls']","['system', 'shall', 'update', 'create', 'new', 'property', 'listing', 'mls']",0
2,Realtor shall be able to generate a CMA report based on property criteria,F,"['realtor', 'shall', 'able', 'generate', 'cma', 'report', 'base', 'property', 'criterion']","['realtor', 'shall', 'able', 'generate', 'cma', 'report', 'base', 'property', 'criterion']","['realtor', 'shall', 'able', 'generate', 'cma', 'report', 'base', 'property', 'criterion']",0
2,The system shall be able to call the seller or buyer to schedule an appointment,F,"['system', 'shall', 'able', 'seller', 'buyer', 'schedule', 'appointment']","['system', 'shall', 'able', 'seller', 'buyer', 'schedule', 'appointment']","['system', 'shall', 'able', 'seller', 'buyer', 'schedule', 'appointment']",0
2,The realtor shall be notified of new client appointments after automatic synchronization with office system,F,"['realtor', 'shall', 'notify', 'new', 'client', 'appointment', 'automatic', 'synchronization', 'office', 'system']","['realtor', 'shall', 'notify', 'new', 'client', 'appointment', 'automatic', 'synchronization', 'office', 'system']","['realtor', 'shall', 'notify', 'new', 'client', 'appointment', 'automatic', 'synchronization', 'office', 'system']",0
2,The realtor shall be able to retrieve a map showing property locations for a specified area,F,"['realtor', 'shall', 'able', 'retrieve', 'map', 'show', 'property', 'location', 'specify', 'area']","['realtor', 'shall', 'able', 'retrieve', 'map', 'show', 'property', 'location', 'specify', 'area']","['realtor', 'shall', 'able', 'retrieve', 'map', 'show', 'property', 'location', 'specify', 'area']",0
2,The system shall notify the realtor when a seller or buyer responds to an appointment request,F,"['system', 'shall', 'notify', 'realtor', 'seller', 'buyer', 'respond', 'appointment', 'request']","['system', 'shall', 'notify', 'realtor', 'seller', 'buyer', 'respond', 'appointment', 'request']","['system', 'shall', 'notify', 'realtor', 'seller', 'buyer', 'respond', 'appointment', 'request']",0
2,The product shall allow the user to save the property search results.,F,"['product', 'shall', 'allow', 'user', 'save', 'property', 'search', 'result']","['product', 'shall', 'allow', 'user', 'save', 'property', 'search_result']","['product', 'shall', 'allow', 'user', 'save', 'property', 'search_result']",0
3,The system shall be easy to use by the Program Administrators/Nursing Staff Members.,NF,"['system', 'shall', 'easy', 'use', 'program', 'administrators', 'nursing', 'staff', 'member']","['system', 'shall', 'easy', 'use', 'program_administrators', 'nursing_staff', 'member']","['system', 'shall', 'easy', 'use', 'program_administrators_nursing_staff', 'member']",1
3,All of the users shall be able to use the system after one day of training.,NF,"['user', 'shall', 'able', 'use', 'system', 'day', 'training']","['user', 'shall', 'able', 'use', 'system', 'day', 'training']","['user', 'shall', 'able', 'use', 'system', 'day', 'training']",1
3,The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,NF,"['system', 'shall', 'help', 'user', 'avoid', 'make', 'mistake', 'scheduling', 'class', 'clinical', 'nursing', 'student']","['system', 'shall', 'help', 'user', 'avoid', 'make', 'mistake', 'scheduling', 'class', 'clinical', 'nursing', 'student']","['system', 'shall', 'help', 'user', 'avoid', 'make', 'mistake', 'scheduling', 'class', 'clinical', 'nursing', 'student']",1
3,The number of mistakes noted by the students shall be decreased by 50% in the first year.,NF,"['number', 'mistake', 'note', 'student', 'shall', 'decrease', 'year']","['number', 'mistake', 'note', 'student', 'shall', 'decrease', 'year']","['number', 'mistake', 'note', 'student', 'shall', 'decrease', 'year']",1
3,The system shall be intuitive to the Program Administrators/Nursing Staff Members.,NF,"['system', 'shall', 'intuitive', 'program', 'administrators', 'nursing', 'staff', 'member']","['system', 'shall', 'intuitive', 'program_administrators', 'nursing_staff', 'member']","['system', 'shall', 'intuitive', 'program_administrators_nursing_staff', 'member']",1
3,2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,NF,"['program', 'administrators', 'nursing', 'staff', 'members', 'shall', 'successfully', 'able', 'use', 'system', 'manage', 'scheduling', 'class', 'clinical']","['program_administrators', 'nursing_staff', 'members', 'shall', 'successfully', 'able', 'use', 'system', 'manage', 'scheduling', 'class', 'clinical']","['program_administrators_nursing_staff', 'members', 'shall', 'successfully', 'able', 'use', 'system', 'manage', 'scheduling', 'class', 'clinical']",1
3,The system shall use symbols and words that are naturally understandable by the user community.,NF,"['system', 'shall', 'use', 'symbol', 'word', 'naturally', 'understandable', 'user', 'community']","['system', 'shall', 'use', 'symbol', 'word', 'naturally', 'understandable', 'user', 'community']","['system', 'shall', 'use', 'symbol', 'word', 'naturally', 'understandable', 'user', 'community']",1
3,The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,NF,"['verbiage', 'system', 'shall', 'consistent', 'standard', 'english', 'terminology', 'national', 'nursing', 'community']","['verbiage', 'system', 'shall', 'consistent', 'standard', 'english', 'terminology', 'national', 'nursing', 'community']","['verbiage', 'system', 'shall', 'consistent', 'standard', 'english', 'terminology', 'national', 'nursing', 'community']",1
3,Staff members shall be able to complete a set of tasks in a timely manner.,NF,"['staff', 'member', 'shall', 'able', 'complete', 'set', 'task', 'timely', 'manner']","['staff_member', 'shall', 'able', 'complete', 'set', 'task', 'timely', 'manner']","['staff_member', 'shall', 'able', 'complete', 'set', 'task', 'timely', 'manner']",1
3,The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.,NF,"['response', 'time', 'general', 'student', 'management', 'task', 'shall', 'longer', 'second', 'response', 'time', 'schedule', 'generation', 'shall', 'longer', 'second']","['response_time', 'general', 'student', 'management', 'task', 'shall', 'longer_second', 'response_time', 'schedule', 'generation', 'shall', 'longer_second']","['response_time', 'general', 'student', 'management', 'task', 'shall', 'longer_second', 'response_time', 'schedule', 'generation', 'shall', 'longer_second']",1
3,The system shall be available for use between the hours of 8am and 6pm.,NF,"['system', 'shall', 'available', 'use', 'hour', 'p.m.']","['system', 'shall', 'available', 'use', 'hour', 'p.m.']","['system', 'shall', 'available', 'use', 'hour', 'p.m.']",1
3,The system shall achieve 95% up time.,NF,"['system', 'shall', 'achieve', 'time']","['system', 'shall', 'achieve', 'time']","['system', 'shall', 'achieve', 'time']",1
3,system shall be able to handle all of the user requests/usage during business hours.,NF,"['system', 'shall', 'able', 'handle', 'user', 'request', 'usage', 'business', 'hour']","['system', 'shall', 'able', 'handle', 'user', 'request', 'usage', 'business', 'hour']","['system', 'shall', 'able', 'handle', 'user', 'request', 'usage', 'business', 'hour']",1
3,The system shall cater to 10 simultaneous users from 9am to 5pm.,NF,"['system', 'shall', 'cater', 'simultaneous', 'user', 'p.m.']","['system', 'shall', 'cater', 'simultaneous', 'user', 'p.m.']","['system', 'shall', 'cater', 'simultaneous', 'user', 'p.m.']",1
3,The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.,NF,"['system', 'shall', 'capable', 'processing', 'nursing', 'student', 'class', 'year']","['system', 'shall', 'capable', 'processing', 'nursing', 'student', 'class', 'year']","['system', 'shall', 'capable', 'processing', 'nursing', 'student', 'class', 'year']",1
3,The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.,NF,"['system', 'shall', 'expect', 'manage', 'nursing', 'program', 'curriculum', 'class', 'clinical', 'scheduling', 'minimum', 'year']","['system', 'shall', 'expect', 'manage', 'nursing', 'program', 'curriculum', 'class', 'clinical', 'scheduling', 'minimum', 'year']","['system', 'shall', 'expect', 'manage', 'nursing', 'program', 'curriculum', 'class', 'clinical', 'scheduling', 'minimum', 'year']",1
3,The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.,NF,"['system', 'shall', 'able', 'operate', 'business', 'office', 'environment', 'typical', 'nursing', 'department', 'depaul', 'university']","['system', 'shall', 'able', 'operate', 'business', 'office', 'environment', 'typical', 'nursing', 'department', 'depaul', 'university']","['system', 'shall', 'able', 'operate', 'business', 'office', 'environment', 'typical', 'nursing', 'department', 'depaul', 'university']",1
3,The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.,NF,"['system', 'shall', 'specification', 'define', 'computer', 'program', 'administrators', 'nursing', 'staff', 'member']","['system', 'shall', 'specification', 'define', 'computer', 'program_administrators', 'nursing_staff', 'member']","['system', 'shall', 'specification', 'define', 'computer', 'program_administrators_nursing_staff', 'member']",1
3,The system shall operate within the Windows XP Professional operating system.,NF,"['system', 'shall', 'operate', 'windows', 'professional', 'operate', 'system']","['system', 'shall', 'operate', 'windows', 'professional', 'operate', 'system']","['system', 'shall', 'operate', 'windows', 'professional', 'operate', 'system']",1
3,The system shall interface with CampusConnect’s central server,NF,"['system', 'shall', 'interface', 'campusconnect', 'central', 'server']","['system', 'shall', 'interface', 'campusconnect', 'central', 'server']","['system', 'shall', 'interface', 'campusconnect', 'central', 'server']",1
3,The system shall interface with the faculty central server.,NF,"['system', 'shall', 'interface', 'faculty', 'central', 'server']","['system', 'shall', 'interface', 'faculty', 'central', 'server']","['system', 'shall', 'interface', 'faculty', 'central', 'server']",1
3,The system shall interface with the student master server.,NF,"['system', 'shall', 'interface', 'student', 'master', 'server']","['system', 'shall', 'interface', 'student', 'master', 'server']","['system', 'shall', 'interface', 'student', 'master', 'server']",1
3,We must be able to interface with any HTML browser.,NF,"['able', 'interface', 'html', 'browser']","['able', 'interface', 'html', 'browser']","['able', 'interface', 'html', 'browser']",1
3,Only authorized users shall have access to clinical site information.,NF,"['authorize', 'user', 'shall', 'access', 'clinical', 'site', 'information']","['authorize', 'user', 'shall', 'access', 'clinical_site', 'information']","['authorize', 'user', 'shall', 'access', 'clinical_site', 'information']",1
3,Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.,NF,"['program', 'administrators', 'nursing', 'staff', 'member', 'people', 'shall', 'access', 'clinical', 'site', 'detail']","['program_administrators', 'nursing_staff', 'member', 'people', 'shall', 'access', 'clinical_site', 'detail']","['program_administrators_nursing_staff', 'member', 'people', 'shall', 'access', 'clinical_site', 'detail']",1
